ck_oo_numberOfPrivateMethods,LDHH_lcom,LDHH_fanIn,numberOfNonTrivialBugsFoundUntil:,WCHU_numberOfPublicAttributes,WCHU_numberOfAttributes,CvsWEntropy,LDHH_numberOfPublicMethods,WCHU_fanIn,LDHH_numberOfPrivateAttributes,CvsEntropy,LDHH_numberOfPublicAttributes,WCHU_numberOfPrivateMethods,WCHU_numberOfMethods,ck_oo_numberOfPublicAttributes,ck_oo_noc,numberOfCriticalBugsFoundUntil:,ck_oo_wmc,LDHH_numberOfPrivateMethods,WCHU_numberOfPrivateAttributes,CvsLogEntropy,WCHU_noc,LDHH_numberOfAttributesInherited,WCHU_wmc,ck_oo_fanOut,ck_oo_numberOfLinesOfCode,ck_oo_numberOfAttributesInherited,ck_oo_numberOfMethods,ck_oo_dit,ck_oo_fanIn,LDHH_noc,WCHU_dit,ck_oo_lcom,WCHU_numberOfAttributesInherited,ck_oo_rfc,LDHH_wmc,LDHH_numberOfAttributes,LDHH_numberOfLinesOfCode,WCHU_fanOut,WCHU_lcom,ck_oo_cbo,WCHU_rfc,ck_oo_numberOfAttributes,numberOfHighPriorityBugsFoundUntil:,ck_oo_numberOfPrivateAttributes,numberOfMajorBugsFoundUntil:,WCHU_numberOfPublicMethods,LDHH_dit,WCHU_cbo,CvsLinEntropy,WCHU_numberOfMethodsInherited,numberOfBugsFoundUntil:,LDHH_fanOut,LDHH_numberOfMethodsInherited,LDHH_rfc,ck_oo_numberOfMethodsInherited,ck_oo_numberOfPublicMethods,LDHH_cbo,WCHU_numberOfLinesOfCode,CvsExpEntropy,LDHH_numberOfMethods,class
0,0.003449,0.008587,5,2.26,2.26,0.211347,0.006204,1.01,0.0,3.17313,0.005303,0.0,1.1,6,0,0,2,0.0,0.0,0.136571,0.0,0.0,2.85,2,13,0,2,1,1,0.0,0.0,1,0.0,4,0.00785,0.005609,0.007674,1.15,1.65,3,1.85,6,0,0,0,1.02,0.0,1.14,0.031317,0.0,5,0.0,0.0,0.00431,9,1,0.007129,6.66,0.120185,0.005079,
0,0.0,0.0,0,0.0,0.0,0.003912,0.0,0.0,0.0,1.64243,0.0,0.0,0.0,4,0,0,2,0.0,0.0,0.041874,0.0,0.0,0.0,0,12,0,2,1,2,0.0,0.0,1,0.0,2,0.0,0.0,0.0,0.0,0.0,2,0.0,4,0,0,0,0.0,0.0,0.0,0.003252,3.03,0,0.0,0.010398,0.0,9,0,0.0,0.0,0.001163,0.0,
0,0.0,0.0,0,0.0,0.0,0.064564,0.0,0.0,0.0,4.11562,0.0,0.0,0.0,0,0,0,11,0.0,0.0,0.099935,0.0,0.0,0.0,3,22,0,5,1,0,0.0,0.0,10,0.0,12,0.0,0.0,0.0,0.0,0.0,3,0.0,1,0,1,0,0.0,0.0,0.0,0.006748,3.03,0,0.0,0.010398,0.0,12,5,0.0,0.0,0.0014,0.0,
1,0.0,0.0,3,0.0,0.0,0.009314,0.0,0.0,0.0,4.10317,0.0,0.0,0.0,0,0,0,8,0.0,0.0,0.279074,0.0,0.0,0.0,2,32,1,3,3,1,0.0,0.0,3,0.0,13,0.0,0.0,0.017307,1.01,0.0,3,1.01,5,0,3,0,0.0,0.0,1.01,0.086961,4.04,3,0.00273,0.022288,0.019225,16,2,0.002185,1.03,0.208732,0.0,
0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,5,19,0,1,1,0,0.0,0.0,0,0.0,7,0.0,0.0,0.0,0.0,0.0,5,0.0,0,0,0,0,0.0,0.0,0.0,0.0,3.03,0,0.0,0.010398,0.0,10,1,0.0,0.0,0.0,0.0,
7,0.0,0.0,1,0.0,0.0,0.000833,0.0,0.0,0.0,1.35264,0.0,0.0,0.0,0,0,0,116,0.0,0.0,0.101164,0.0,0.0,0.0,1,644,6,8,2,0,0.0,0.0,28,0.0,63,0.0,0.0,0.0,0.0,0.0,1,0.0,12,0,12,0,0.0,0.0,0.0,0.035057,0.0,1,0.0,0.0,0.0,35,1,0.0,0.0,0.099579,0.0,
2,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,14,0.0,0.0,0.0,0.0,0.0,0.0,1,66,1,4,3,2,0.0,0.0,6,0.0,15,0.0,0.0,0.017307,0.0,0.0,3,1.01,9,0,9,0,0.0,0.0,0.0,0.0,4.05,0,0.0,0.012366,0.019225,16,2,0.0,1.02,0.0,0.0,
1,0.002382,0.001697,2,0.0,1.02,0.025445,0.002501,1.01,0.0028,2.40151,0.0,0.0,1.04,0,0,0,13,0.0,1.02,0.074362,0.0,0.0,1.05,7,60,0,7,1,2,0.0,0.0,21,0.0,25,0.002983,0.003125,0.002986,0.0,1.18,9,1.06,6,0,2,0,1.04,0.0,1.01,0.009604,2.02,2,0.0,0.00831,0.003086,9,6,0.001401,1.16,0.022518,0.002888,
0,0.01249,0.015664,2,0.0,0.0,0.196659,0.016745,5.06,0.0,7.83578,0.0,0.0,2.02,0,0,0,18,0.0,0.0,0.247252,0.0,0.0,2.02,6,98,0,12,3,7,0.0,0.0,66,0.0,31,0.015449,0.0,0.01834,0.0,2.21,13,2.04,2,0,2,0,2.02,0.0,5.06,0.041286,4.1,2,0.0,0.021972,0.02026,44,12,0.020136,2.18,0.10083,0.015241,
1,0.0,0.006184,1,0.0,0.0,0.072716,0.0,4.05,0.0,5.48549,0.0,0.0,0.0,0,0,0,39,0.0,0.0,0.159005,0.0,0.0,1.01,9,166,0,14,1,20,0.0,0.0,91,0.0,71,0.001098,0.0,0.000995,3.03,0.0,29,1.01,0,0,0,0,0.0,0.0,6.06,0.019629,3.03,1,0.006733,0.010398,0.00291,9,13,0.011113,1.04,0.048005,0.0,
0,0.026057,0.04129,2,0.0,0.0,0.054125,0.0,2.03,0.0,3.69563,0.0,0.0,1.02,0,0,0,10,0.0,0.0,0.158247,0.0,0.0,2.04,2,79,0,6,2,4,0.0,0.0,15,0.0,18,0.041513,0.0,0.041251,0.0,1.09,6,2.05,11,0,11,0,0.0,0.0,2.03,0.037238,2.02,2,0.0,0.00831,0.041832,15,0,0.040072,2.08,0.12715,0.031012,
1,0.0,0.0,1,0.0,0.0,0.011891,0.0,0.0,0.0,3.05437,0.0,0.0,0.0,0,0,0,20,0.0,0.0,0.136055,0.0,0.0,0.0,7,81,0,9,1,1,0.0,0.0,36,0.0,47,0.0,0.0,0.017307,3.03,0.0,8,1.01,2,0,2,0,0.0,0.0,3.03,0.034789,3.03,1,0.02407,0.010398,0.019225,15,8,0.018382,1.01,0.100458,0.0,
0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,5,0.0,0.0,0.0,0.0,0.0,0.0,4,19,0,3,2,1,0.0,0.0,3,0.0,14,0.0,0.0,0.0,3.03,0.0,5,0.0,3,0,2,0,0.0,0.0,3.03,0.0,3.06,0,0.007029,0.010398,0.0,15,3,0.006388,0.0,0.0,0.0,
0,0.0,0.0,2,0.0,0.0,0.009233,0.0,0.0,0.0,2.6029,0.0,0.0,0.0,0,0,0,4,0.0,0.0,0.068167,0.0,0.003039,1.01,1,16,1,2,2,1,0.0,0.0,1,1.01,3,0.00069,0.0,0.00059,0.0,0.0,2,0.0,0,0,0,0,0.0,0.0,0.0,0.005742,4.04,2,0.0,0.012964,0.0,19,0,0.0,1.05,0.003407,0.0,
0,0.0,0.0,2,0.0,0.0,0.138294,0.0,0.0,0.0,7.36559,0.0,0.0,0.0,4,0,0,10,0.0,0.0,0.361464,0.0,0.0,2.05,11,58,0,2,1,1,0.0,0.0,1,0.0,29,0.001861,0.0,0.019297,5.1,0.0,12,2.13,5,0,1,0,0.0,0.0,5.1,0.093312,3.03,2,0.029742,0.010398,0.00195,10,2,0.023519,3.38,0.212374,0.0,
0,0.026057,0.0,2,0.0,0.0,0.081028,0.029129,0.0,0.0,7.22218,0.0,0.0,1.01,0,0,0,21,0.0,0.0,0.182153,0.0,0.023233,1.01,13,88,2,9,3,3,0.0,0.0,36,1.02,44,0.030266,0.0,0.032867,2.03,1.08,16,2.04,4,0,2,0,1.01,0.0,2.03,0.014772,4.12,2,0.031902,0.038159,0.03351,49,8,0.039117,2.1,0.018353,0.031012,
6,0.00678,0.001933,0,1.01,3.03,0.0,0.003717,1.02,0.005146,0.0,0.000661,0.0,2.03,1,0,0,48,0.0,3.04,0.0,0.0,0.0,7.14,13,176,0,15,1,3,0.0,0.0,105,0.0,74,0.014995,0.003437,0.013931,5.08,2.4,16,9.38,7,0,5,0,1.02,0.0,6.1,0.0,3.03,0,0.009437,0.010398,0.014936,9,9,0.013127,8.79,0.0,0.008176,
1,0.006638,0.00432,11,0.0,2.04,0.297725,0.0,2.04,0.001471,11.4058,0.0,0.0,3.06,0,0,0,27,0.0,1.01,0.471706,0.0,0.0,5.12,6,185,0,10,1,4,0.0,0.0,45,0.0,78,0.01275,0.00522,0.045021,2.02,3.39,10,8.3,10,0,4,0,0.0,0.0,3.04,0.106372,3.03,11,0.002955,0.010398,0.035976,9,0,0.005965,9.89,0.322137,0.008671,
26,0.0,0.0,0,0.0,0.0,0.008684,0.0,0.0,0.0,1.31187,0.0,0.0,0.0,7,0,0,301,0.0,0.0,0.028841,0.0,0.0,0.0,3,947,36,32,1,1,0.0,0.0,496,0.0,167,0.0,0.0,0.0,0.0,0.0,4,0.0,19,0,2,0,0.0,0.0,0.0,0.001388,3.03,0,0.0,0.010398,0.0,9,5,0.0,0.0,1.1e-05,0.0,
0,0.0,0.0,0,0.0,0.0,0.012992,0.0,0.0,0.0,1.43177,0.0,0.0,0.0,0,0,0,21,0.0,0.0,0.03126,0.0,0.010885,0.0,8,102,2,14,2,1,0.0,0.0,91,2.02,63,0.0,0.0,0.0,0.0,0.0,9,0.0,5,0,0,0,0.0,0.0,0.0,0.001468,8.12,0,0.0,0.027347,0.0,27,14,0.0,0.0,9e-06,0.0,
0,0.0,0.0,0,0.0,0.0,0.008181,0.0,0.0,0.0,2.67407,0.0,0.0,0.0,0,0,0,2,0.0,0.0,0.065057,0.0,0.0,0.0,2,7,1,2,3,1,0.0,0.0,1,0.0,4,0.0,0.0,0.0,0.0,0.0,3,0.0,0,0,0,0,0.0,0.0,0.0,0.004457,3.06,0,0.0,0.010398,0.0,45,2,0.0,0.0,0.001185,0.0,
0,0.0,0.0,2,0.0,0.0,0.002897,0.0,0.0,0.0,2.76004,0.0,0.0,0.0,0,0,0,4,0.0,0.0,0.137482,0.0,0.0,0.0,3,19,3,2,4,0,0.0,0.0,1,0.0,6,0.0,0.0,0.0,1.01,0.0,3,1.03,2,0,0,0,0.0,0.0,1.01,0.037532,1.01,2,0.020279,0.005149,0.019225,22,2,0.015089,0.0,0.115025,0.0,
0,0.001478,0.0,1,0.0,0.0,0.0636,0.001757,0.0,0.0,6.50047,0.0,0.0,1.01,0,0,0,4,0.0,0.0,0.159885,0.0,0.0,1.02,5,17,0,3,2,1,0.0,0.0,3,0.0,12,0.001616,0.0,0.001654,2.04,1.02,6,1.07,2,0,1,0,1.01,0.0,2.04,0.011607,3.06,1,0.03332,0.010398,0.001985,15,3,0.040072,1.11,0.007053,0.001805,
0,0.0,0.0,1,0.0,0.0,0.007555,0.0,0.0,0.0,2.83909,0.0,0.0,0.0,0,0,0,10,0.0,0.0,0.078839,0.0,0.0,0.0,5,51,0,2,1,1,0.0,0.0,1,0.0,19,0.0,0.0,0.0,2.02,0.0,6,0.0,6,0,3,0,0.0,0.0,2.02,0.007953,3.03,1,0.005046,0.010398,0.0,9,2,0.004756,0.0,0.011542,0.0,
0,0.008566,0.117339,11,1.01,2.02,0.189867,0.005218,23.45,0.0,11.9647,0.001811,0.0,5.09,1,7,0,18,0.0,0.0,3.59951,3.03,0.0,7.22,5,64,0,18,1,69,0.003673,0.0,153,0.0,35,0.011807,0.003949,0.013578,3.05,6.21,74,7.3,2,0,0,0,4.08,0.0,23.5,0.119783,3.03,11,0.008112,0.010398,0.013983,9,17,0.116227,7.8,0.218627,0.010862,
0,0.0,0.0,1,0.0,0.0,0.01942,0.001637,0.0,0.0,3.28866,0.0,0.0,0.0,0,0,0,5,0.0,0.0,0.087698,0.0,0.0,0.0,0,18,0,5,1,7,0.0,0.0,10,0.0,5,0.0,0.0,0.0,0.0,0.0,7,0.0,4,0,4,0,1.01,0.0,0.0,0.007742,2.02,1,0.0,0.00831,0.0,9,5,0.0,0.0,0.005271,0.0,
1,0.0,0.0,3,0.0,0.0,0.013971,0.0,0.0,0.0,3.46561,0.0,0.0,0.0,0,0,0,10,0.0,0.0,0.155112,0.0,0.0,0.0,2,45,1,3,3,1,0.0,0.0,3,0.0,17,0.0,0.0,0.0,1.01,0.0,3,0.0,7,0,4,0,0.0,0.0,1.01,0.038924,4.04,3,0.00273,0.022288,0.0,16,2,0.002185,0.0,0.115967,0.0,
3,0.0,0.0,2,0.0,0.0,0.026718,0.0,0.0,0.0,2.6029,0.0,0.0,0.0,0,2,0,33,0.0,0.0,0.068167,0.0,0.0,0.0,7,107,0,13,3,1,0.0,1.01,78,0.0,44,0.0,0.0,0.00059,0.0,0.0,8,0.0,9,0,4,0,0.0,0.00406,0.0,0.005742,4.04,2,0.0,0.013377,0.0,17,6,0.0,1.05,0.003407,0.0,
0,0.001174,0.0,2,0.0,0.0,0.017208,0.0,0.0,0.0,4.08464,0.0,0.0,1.01,0,0,0,2,0.0,0.0,0.111471,0.0,0.0,1.01,2,7,2,2,4,0,0.0,1.02,1,0.0,4,0.001312,0.0,0.001278,0.0,1.02,2,1.01,0,0,0,0,0.0,0.00165,0.0,0.010541,3.08,2,0.0,0.006006,0.001243,44,2,0.0,1.03,0.010393,0.001628,
0,0.0,0.0,1,0.0,0.0,0.004933,0.0,0.0,0.0,2.5984,0.0,0.0,0.0,3,0,0,79,0.0,0.0,0.17608,0.0,0.0,0.0,1,225,0,1,1,1,0.0,0.0,0,0.0,2,0.0,0.0,0.0,0.0,0.0,2,0.0,3,0,0,0,0.0,0.0,0.0,0.053425,3.03,1,0.0,0.010398,0.0,9,1,0.0,0.0,0.106916,0.0,
7,0.0,0.001027,0,0.0,0.0,0.003912,0.0,1.01,0.0,1.64243,0.0,0.0,0.0,0,0,0,36,0.0,0.0,0.041874,0.0,0.0,0.0,4,135,0,12,3,2,0.0,0.0,66,0.0,51,0.0,0.0,0.0,1.01,0.0,6,0.0,11,0,11,0,0.0,0.0,2.02,0.003252,3.03,0,0.001313,0.010398,0.0,24,4,0.002244,0.0,0.001163,0.0,
0,0.0,0.046699,1,0.0,0.0,0.000669,0.0,3.05,0.0,1.17515,0.0,0.0,0.0,0,4,0,0,0.0,0.0,0.040252,0.0,0.0,0.0,0,0,0,4,1,26,0.0,0.0,6,0.0,4,0.0,0.0,0.0,0.0,0.0,26,0.0,0,0,0,0,0.0,0.0,3.05,0.006345,0.0,1,0.0,0.0,0.0,9,4,0.045617,0.0,0.020379,0.0,
11,0.0,0.0,0,0.0,0.0,0.012992,0.0,0.0,0.0,1.43177,0.0,0.0,0.0,4,0,0,40,0.0,0.0,0.03126,0.0,0.0,0.0,12,188,0,13,1,0,0.0,0.0,78,0.0,80,0.0,0.0,0.0,2.02,0.0,12,0.0,19,0,0,0,0.0,0.0,2.02,0.001468,3.03,0,0.005979,0.010398,0.0,9,2,0.006166,0.0,9e-06,0.0,
0,0.002881,0.0,3,0.0,0.0,0.0054,0.003231,0.0,0.0,3.6986,0.0,0.0,1.01,0,1,0,3,0.0,0.0,0.221084,0.0,0.0,1.01,2,11,0,3,2,0,0.0,0.0,3,0.0,9,0.002933,0.0,0.002887,0.0,1.02,2,1.04,1,0,0,0,1.01,0.0,0.0,0.061516,3.05,3,0.0,0.01129,0.002984,21,3,0.0,1.04,0.129997,0.003334,
0,0.0,0.045183,4,0.0,1.01,0.157584,0.0,9.11,0.027692,9.68386,0.0,0.0,0.0,0,0,0,28,0.0,1.01,3.56135,0.0,0.0,2.05,9,90,0,11,2,20,0.0,0.0,55,0.0,54,0.039611,0.027312,0.03001,1.01,0.0,28,1.04,5,0,5,0,0.0,0.0,10.12,0.130155,3.09,4,0.001313,0.010398,0.030608,39,10,0.051059,1.18,0.262809,0.0,
0,0.006151,0.003936,8,1.03,5.22,0.32649,0.007137,2.27,0.007396,9.37718,0.000994,1.03,3.11,0,0,0,13,0.001428,3.08,0.332374,0.0,0.000847,3.44,2,62,1,8,3,1,0.0,0.0,28,1.18,24,0.007441,0.010353,0.024804,1.01,3.71,3,3.36,14,0,3,0,3.09,0.0,3.28,0.061982,4.05,8,0.001759,0.012366,0.007974,16,7,0.007343,5.44,0.182565,0.007437,
9,0.007747,0.002237,24,0.0,6.07,0.799957,0.0,2.02,0.010257,25.5769,0.0,3.08,6.11,0,0,0,60,0.005465,6.07,0.926117,0.0,0.0,9.44,15,332,0,16,1,3,0.0,0.0,120,0.0,119,0.044893,0.011359,0.05463,5.09,7.1,17,10.8,11,0,11,0,0.0,0.0,6.1,0.172332,3.03,24,0.055021,0.010398,0.045473,9,0,0.059171,14.17,0.425781,0.01082,
0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,0,0,6,0.0,0.0,0.0,0.0,0.0,0.0,3,30,1,5,2,1,0.0,0.0,10,0.0,11,0.0,0.0,0.0,0.0,0.0,4,0.0,8,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,11,0,0.0,0.0,0.0,0.0,
0,0.002984,0.0,2,1.01,1.01,0.017474,0.003137,0.0,0.0,4.52366,0.001468,0.0,1.02,1,0,0,4,0.0,0.0,0.12928,0.0,0.0,1.02,3,16,2,4,2,0,0.0,0.0,6,0.0,10,0.003155,0.002785,0.003064,2.02,1.05,3,1.05,1,0,0,0,1.02,0.0,2.02,0.014082,2.03,2,0.004754,0.004949,0.002921,39,4,0.00453,1.07,0.024729,0.003155,
47,0.061262,0.105082,81,7.14,15.39,4.49023,0.017618,35.6,0.026853,39.6054,0.006303,19.6,22.08,3,4,0,484,0.056109,13.4,4.4516,7.08,0.0,34.19,28,2630,0,126,1,66,0.013319,0.0,7875,0.0,908,0.10022,0.033034,0.108135,13.32,102.52,91,41.16,59,0,45,0,13.34,0.0,37.57,0.242303,3.03,81,0.05365,0.010398,0.103692,9,55,0.152043,60.56,0.535071,0.079945,
0,0.0,0.0,2,0.0,0.0,0.033623,0.0,0.0,0.0,2.74289,0.0,0.0,0.0,7,0,0,4,0.0,0.0,0.069929,0.0,0.0,0.0,5,32,0,3,1,2,0.0,0.0,3,0.0,12,0.0,0.0,0.0,0.0,0.0,7,0.0,7,0,0,0,0.0,0.0,0.0,0.005624,3.03,2,0.0,0.010398,0.0,9,3,0.0,0.0,0.004366,0.0,
0,0.0,0.0,0,0.0,0.0,0.04319,0.0,0.0,0.0,2.99495,0.0,0.0,0.0,1,0,0,2,0.0,0.0,0.074035,0.0,0.0,0.0,4,19,0,2,3,1,0.0,0.0,1,0.0,8,0.0,0.0,0.0,0.0,0.0,5,0.0,1,0,0,0,0.0,0.0,0.0,0.0053,3.03,0,0.0,0.010398,0.0,12,2,0.0,0.0,0.001685,0.0,
0,0.000621,0.010711,2,0.0,1.02,0.050849,0.000841,5.08,0.001056,4.50602,0.0,0.0,1.02,0,0,0,3,0.0,1.02,0.113095,0.0,0.000769,1.03,2,9,2,3,3,0,0.0,1.01,3,1.02,6,0.000892,0.000894,0.000912,1.01,1.07,2,1.09,0,0,0,0,1.02,0.001152,4.07,0.008537,5.13,2,0.000845,0.014314,0.000991,27,3,0.009747,1.31,0.003958,0.000754,
0,0.0,0.0043,4,0.0,1.01,0.408934,0.0,3.04,0.001254,8.43595,0.0,0.0,0.0,0,0,0,23,0.0,1.01,0.240385,0.0,0.010885,0.0,4,97,2,14,2,4,0.0,0.0,91,2.02,41,0.0,0.001367,0.001148,0.0,0.0,8,0.0,5,0,5,0,0.0,0.0,3.04,0.028819,8.12,4,0.0,0.027347,0.0,27,14,0.004259,1.01,0.063745,0.0,
1,0.0,0.0,0,0.0,0.0,0.008181,0.0,0.0,0.0,2.67407,0.0,0.0,0.0,0,0,0,7,0.0,0.0,0.065057,0.0,0.0,0.0,3,18,0,6,1,1,0.0,0.0,15,0.0,12,0.0,0.0,0.0,0.0,0.0,4,0.0,2,0,2,0,0.0,0.0,0.0,0.004457,3.03,0,0.0,0.010398,0.0,9,5,0.0,0.0,0.001185,0.0,
0,0.0,0.0,1,0.0,0.0,0.001453,0.0,0.0,0.0,1.29819,0.0,0.0,0.0,0,0,0,4,0.0,0.0,0.042298,0.0,0.0,0.0,1,18,0,4,1,2,0.0,0.0,6,0.0,8,0.0,0.0,0.0,0.0,0.0,3,0.0,0,0,0,0,0.0,0.0,0.0,0.006035,1.01,1,0.0,0.005149,0.0,9,4,0.0,0.0,0.016693,0.0,
0,0.0,0.003788,3,0.0,0.0,0.04611,0.0,2.02,0.0,4.2341,0.0,0.0,0.0,0,0,0,11,0.0,0.0,0.170244,0.0,0.000847,1.02,2,32,1,2,3,10,0.0,0.0,1,1.18,8,0.001616,0.0,0.01896,1.02,0.0,12,1.11,2,0,2,0,0.0,0.0,3.04,0.038533,5.05,3,0.00273,0.024375,0.001985,16,2,0.006388,2.02,0.106043,0.0,
0,0.005743,0.04646,3,0.0,0.0,0.020241,0.002703,2.03,0.0,8.08193,0.0,0.0,1.01,0,42,0,3,0.0,0.0,0.290392,12.22,0.0,1.01,1,10,0,3,2,4,0.054308,0.0,3,0.0,5,0.00445,0.0,0.006336,0.0,1.02,5,1.02,1,0,0,0,1.01,0.0,2.03,0.056707,4.04,3,0.0,0.012366,0.006784,13,2,0.045608,1.04,0.157777,0.006543,
0,0.001134,0.004773,8,0.0,0.0,0.312273,0.0016,4.06,0.0,11.1794,0.0,0.0,2.02,0,0,0,12,0.0,0.0,0.406381,0.0,0.0,2.02,4,30,0,8,2,7,0.0,0.0,28,0.0,16,0.001655,0.0,0.001686,0.0,2.13,11,2.02,1,0,0,0,2.02,0.0,4.06,0.074991,3.09,8,0.0,0.010398,0.00166,39,7,0.004872,2.07,0.13632,0.001555,
0,0.0008,0.023219,1,1.03,1.02,0.203041,0.0,8.08,0.000387,10.3086,0.000452,1.01,1.01,0,0,0,14,0.0,1.01,0.246981,0.0,0.0,1.05,3,37,0,10,1,16,0.0,0.0,45,0.0,17,0.000912,0.000564,0.000909,1.01,1.1,18,1.01,2,0,2,0,0.0,0.0,9.09,0.016314,3.06,1,0.00106,0.010398,0.000989,18,10,0.029475,1.15,0.005489,0.000941,
0,0.0,0.0,1,0.0,0.0,0.013055,0.0,0.0,0.0,3.81886,0.0,0.0,0.0,0,0,0,6,0.0,0.0,0.209658,0.0,0.0,0.0,2,45,0,6,1,2,0.0,0.0,15,0.0,20,0.0,0.0,0.0,0.0,0.0,4,0.0,2,0,0,0,0.0,0.0,0.0,0.056466,3.03,1,0.0,0.010398,0.0,9,0,0.0,0.0,0.108135,0.0,
0,0.0,0.004544,1,0.0,0.0,0.001264,0.0,2.02,0.0,1.09884,0.0,0.0,0.0,0,0,0,1,0.0,0.0,0.029128,0.0,0.0,0.0,0,3,0,1,1,5,0.0,0.0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,5,0.0,0,0,0,0,0.0,0.0,2.02,0.002528,5.07,1,0.0,0.038662,0.0,27,1,0.004486,0.0,0.001572,0.0,
0,0.0,0.0,1,0.0,0.0,0.00044,0.0,0.0,0.0,1.45269,0.0,0.0,0.0,0,3,0,7,0.0,0.0,0.038994,0.0,0.0,0.0,4,26,0,6,1,0,0.0,0.0,15,0.0,15,0.0,0.0,0.0,0.0,0.0,4,0.0,3,0,0,0,0.0,0.0,0.0,0.003502,2.02,1,0.0,0.00831,0.0,13,4,0.0,0.0,0.002539,0.0,
1,0.0,0.0,1,0.0,0.0,0.000669,0.0,0.0,0.0,1.17515,0.0,0.0,0.0,0,0,0,16,0.0,0.0,0.040252,0.0,0.0,0.0,0,73,0,5,2,2,0.0,0.0,10,0.0,7,0.0,0.0,0.0,0.0,0.0,2,0.0,8,0,7,0,0.0,0.0,0.0,0.006345,0.0,1,0.0,0.0,0.0,13,4,0.0,0.0,0.020379,0.0,
0,0.0,0.011789,0,0.0,0.0,0.015142,0.0,5.07,0.0,4.31109,0.0,0.0,0.0,0,12,0,0,0.0,0.0,0.113686,7.1,0.0,0.0,0,0,0,2,1,18,0.050297,0.0,1,0.0,2,0.0,0.0,0.0,0.0,0.0,18,0.0,0,0,0,0,0.0,0.0,5.07,0.010414,3.03,0,0.0,0.010398,0.0,9,2,0.012445,0.0,0.015482,0.0,
0,0.026057,0.03915,1,0.0,1.01,0.06904,0.029129,1.09,0.027692,7.41088,0.0,0.0,1.03,0,5,0,20,0.0,1.01,0.17215,1.02,0.0,1.08,12,76,0,10,2,13,0.033026,0.0,45,0.0,44,0.030266,0.027312,0.03001,2.04,1.24,24,2.14,2,0,0,0,1.02,0.0,2.12,0.010159,3.09,1,0.03059,0.010398,0.030608,39,8,0.038939,1.32,0.001354,0.031012,
0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3,0.0,0.0,0.0,0.0,0.0,0.0,4,14,0,3,2,0,0.0,0.0,3,0.0,10,0.0,0.0,0.0,2.02,0.0,4,0.0,3,0,2,0,0.0,0.0,2.02,0.0,3.06,0,0.005716,0.010398,0.0,15,3,0.005158,0.0,0.0,0.0,
0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,2,7,0,2,2,0,0.0,0.0,1,0.0,4,0.0,0.0,0.0,0.0,0.0,2,0.0,0,0,0,0,0.0,0.0,0.0,0.0,3.06,0,0.0,0.010398,0.0,15,2,0.0,0.0,0.0,0.0,
0,0.0,0.0,2,0.0,0.0,0.015283,0.0,0.0,0.0,4.83343,0.0,0.0,0.0,0,0,0,21,0.0,0.0,0.237672,0.0,0.010885,0.0,7,102,2,14,2,1,0.0,0.0,91,2.02,64,0.0,0.0,0.0,0.0,0.0,8,0.0,5,0,0,0,0.0,0.0,0.0,0.059179,8.12,2,0.0,0.027347,0.0,27,14,0.0,0.0,0.110802,0.0,
0,0.0,0.006004,0,0.0,0.0,0.0,0.0,1.01,0.0,0.0,0.0,0.0,0.0,2,1,0,5,0.0,0.0,0.0,1.01,0.0,0.0,0,16,0,5,1,4,0.0,0.0,10,0.0,5,0.0,0.0,0.0,0.0,0.0,4,0.0,2,0,0,0,0.0,0.0,1.01,0.0,3.03,0,0.0,0.010398,0.0,9,5,0.005699,0.0,0.0,0.0,
0,0.0,0.0,1,0.0,0.0,0.000518,0.0,0.0,0.0,0.792859,0.0,0.0,0.0,0,1,0,0,0.0,0.0,0.042456,0.0,0.0,0.0,0,0,0,5,1,2,0.0,0.0,10,0.0,5,0.0,0.0,0.0,0.0,0.0,2,0.0,0,0,0,0,0.0,0.0,0.0,0.012267,0.0,1,0.0,0.0,0.0,9,0,0.0,0.0,0.045793,0.0,
0,0.00154,0.0,1,0.0,1.01,0.020386,0.001637,0.0,0.0,3.28866,0.0,0.0,1.03,0,3,0,9,0.0,0.0,0.087698,2.03,0.0,1.03,3,28,2,9,3,0,0.003946,0.0,36,0.0,13,0.001624,0.00174,0.001659,1.01,1.21,3,1.05,1,0,0,0,1.03,0.0,1.01,0.007742,4.12,1,0.001763,0.037859,0.001591,55,9,0.001851,1.1,0.005271,0.001773,
